hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,adr_zscore,hotel_encoded,meal_BB,meal_FB,meal_HB,meal_SC,meal_Undefined,total_stay,total_guests,lead_time_category,stay_type,revenue_category,season,guest_status
Resort Hotel,1,54,2017,May,18,4,0,3,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0.0,0,Transient,165.0,0,0,Canceled,2017-04-13,1.0654217033768625,1,1,0,0,0,0,3,4.0,Medium,Weekday,High,Summer,New Guest
Resort Hotel,1,15,2017,May,18,4,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,101.25,0,1,Canceled,2017-04-23,-0.09597273033319673,1,1,0,0,0,0,4,2.0,Short,Weekday,Medium,Summer,New Guest
Resort Hotel,1,210,2017,May,18,4,2,5,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,0.0,0,Transient,50.4,0,1,Canceled,2016-11-02,-1.022355584516044,1,0,0,1,0,0,7,1.0,Long,Weekday,Low,Summer,New Guest
Resort Hotel,1,210,2017,May,18,4,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,177.0,0.0,0,Transient,90.0,0,1,Canceled,2016-11-02,-0.30092468922320714,1,0,0,1,0,0,7,2.0,Long,Weekday,Medium,Summer,New Guest
Resort Hotel,1,223,2017,May,18,4,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,177.0,0.0,0,Transient,68.4,0,1,Canceled,2016-11-02,-0.694432450292027,1,0,0,1,0,0,7,2.0,Long,Weekday,Low,Summer,New Guest
Resort Hotel,1,210,2017,May,18,4,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,0.0,0,Transient,68.4,0,1,Canceled,2016-11-02,-0.694432450292027,1,0,0,1,0,0,7,2.0,Long,Weekday,Low,Summer,New Guest
Resort Hotel,1,121,2017,May,18,4,2,5,2,0.0,0,HB,IRL,Direct,Direct,0,0,0,D,D,2,No Deposit,250.0,0.0,0,Transient,120.0,0,1,Canceled,2017-05-03,0.24561386781682068,1,0,0,1,0,0,7,2.0,Long,Weekday,Medium,Summer,New Guest
Resort Hotel,1,223,2017,May,18,4,2,5,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,177.0,0.0,0,Transient,50.4,0,1,Canceled,2016-09-23,-1.022355584516044,1,0,0,1,0,0,7,1.0,Long,Weekday,Low,Summer,New Guest
Resort Hotel,1,253,2017,May,18,4,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243.0,0.0,0,Contract,50.85,0,0,Canceled,2017-02-02,-1.0141575061604435,1,1,0,0,0,0,7,2.0,Long,Weekday,Low,Summer,New Guest
Resort Hotel,1,227,2017,May,18,4,2,8,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,81.0,0,0,Canceled,2016-09-19,-0.4648862563352155,1,1,0,0,0,0,10,2.0,Long,Weekday,Medium,Summer,New Guest
Resort Hotel,1,194,2017,May,18,4,4,10,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,0.0,0,Transient,139.51,0,0,Canceled,2016-10-23,0.6010461094118519,1,0,0,1,0,0,14,2.0,Long,Weekday,High,Summer,New Guest
Resort Hotel,1,1,2017,May,18,5,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,E,1,No Deposit,0.0,0.0,0,Transient,85.0,0,1,No-Show,2017-05-05,-0.39201444872987845,1,1,0,0,0,0,1,1.0,Short,Weekday,Medium,Summer,New Guest
Resort Hotel,1,19,2017,May,18,5,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,105.0,0,1,Canceled,2017-04-24,-0.02765541070319325,1,1,0,0,0,0,2,2.0,Short,Weekday,Medium,Summer,New Guest
Resort Hotel,1,37,2017,May,18,5,0,2,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,136.0,0,1,Canceled,2017-04-12,0.5371010982381689,1,0,0,1,0,0,2,2.0,Medium,Weekday,High,Summer,New Guest
Resort Hotel,1,5,2017,May,18,5,0,2,1,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,87.0,0,1,Canceled,2017-05-05,-0.35557854492720997,1,0,0,1,0,0,2,1.0,Short,Weekday,Medium,Summer,New Guest
Resort Hotel,1,214,2017,May,18,5,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,54.0,0,0,Canceled,2016-10-04,-0.9567709576712405,1,1,0,0,0,0,2,2.0,Long,Weekday,Low,Summer,New Guest
Resort Hotel,1,14,2017,May,18,5,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,90.0,0,1,Canceled,2017-04-24,-0.30092468922320714,1,1,0,0,0,0,2,2.0,Short,Weekday,Medium,Summer,New Guest
Resort Hotel,1,29,2017,May,18,5,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,104.0,0,1,Canceled,2017-04-20,-0.04587336260452751,1,1,0,0,0,0,2,2.0,Short,Weekday,Medium,Summer,New Guest
Resort Hotel,1,5,2017,May,18,5,0,2,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,112.0,0,1,Canceled,2017-05-05,0.09987025260614658,1,0,0,1,0,0,2,2.0,Short,Weekday,Medium,Summer,New Guest
Resort Hotel,1,49,2017,May,18,5,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,100.0,0,1,Canceled,2017-03-17,-0.11874517020986455,1,1,0,0,0,0,3,2.0,Medium,Weekday,Medium,Summer,New Guest
Resort Hotel,1,89,2017,May,18,5,1,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,115.0,0,0,Canceled,2017-03-23,0.15452410831014937,1,1,0,0,0,0,3,2.0,Medium,Weekday,Medium,Summer,New Guest
Resort Hotel,1,44,2017,May,18,5,1,2,2,0.0,0,BB,BRA,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,0.0,0,Transient,107.17,0,2,Canceled,2017-03-28,0.011877544922702129,1,1,0,0,0,0,3,2.0,Medium,Weekday,Medium,Summer,New Guest
Resort Hotel,1,183,2017,May,18,5,2,2,1,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,E,3,Refundable,240.0,0.0,0,Transient,76.0,0,1,Canceled,2017-05-03,-0.5559760158418868,1,1,0,0,0,0,4,1.0,Long,Weekday,Low,Summer,New Guest
Resort Hotel,1,54,2017,May,18,5,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,100.0,0,1,Canceled,2017-04-07,-0.11874517020986455,1,1,0,0,0,0,4,2.0,Medium,Weekday,Medium,Summer,New Guest
Resort Hotel,1,6,2017,May,18,5,2,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,G,G,2,No Deposit,250.0,0.0,0,Transient,195.0,0,0,Canceled,2017-04-29,1.6119602604168903,1,1,0,0,0,0,5,2.0,Short,Weekday,High,Summer,New Guest
Resort Hotel,1,15,2017,May,18,5,2,3,1,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,78.0,0,1,Canceled,2017-04-21,-0.5195401120392183,1,1,0,0,0,0,5,1.0,Short,Weekday,Low,Summer,New Guest
Resort Hotel,1,106,2017,May,18,5,2,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,85.0,0,1,Canceled,2017-03-20,-0.39201444872987845,1,1,0,0,0,0,5,2.0,Long,Weekday,Medium,Summer,New Guest
Resort Hotel,1,226,2017,May,18,5,2,5,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,109.8,0,0,Canceled,2016-09-22,0.05979075842321115,1,0,0,1,0,0,7,2.0,Long,Weekday,Medium,Summer,New Guest
Resort Hotel,1,225,2017,May,18,5,2,5,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,81.0,0,1,Canceled,2017-03-08,-0.4648862563352155,1,1,0,0,0,0,7,1.0,Long,Weekday,Medium,Summer,New Guest
Resort Hotel,1,233,2017,May,18,5,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,60.0,0,2,Canceled,2016-10-12,-0.847463246263235,1,1,0,0,0,0,7,2.0,Long,Weekday,Low,Summer,New Guest
Resort Hotel,1,233,2017,May,18,5,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,175.0,0.0,0,Transient,66.24,0,0,Canceled,2016-09-14,-0.7337832263989092,1,0,0,1,0,0,7,2.0,Long,Weekday,Low,Summer,New Guest
Resort Hotel,1,93,2017,May,18,5,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,100.0,0,2,Canceled,2017-02-14,-0.11874517020986455,1,1,0,0,0,0,7,2.0,Long,Weekday,Medium,Summer,New Guest
Resort Hotel,1,295,2017,May,18,5,2,6,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,54.0,0,1,Canceled,2017-01-09,-0.9567709576712405,1,1,0,0,0,0,8,2.0,Long,Weekday,Low,Summer,New Guest
Resort Hotel,1,330,2017,May,18,5,6,12,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,75.0,0,0,Canceled,2016-06-10,-0.5741939677432211,1,1,0,0,0,0,18,2.0,Long,Weekday,Low,Summer,New Guest
Resort Hotel,1,116,2017,May,18,6,0,1,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,85.0,0,1,Canceled,2017-01-23,-0.39201444872987845,1,1,0,0,0,0,1,2.0,Long,Weekday,Medium,Summer,New Guest
Resort Hotel,1,116,2017,May,18,6,0,1,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,85.0,0,2,Canceled,2017-01-23,-0.39201444872987845,1,1,0,0,0,0,1,2.0,Long,Weekday,Medium,Summer,New Guest
Resort Hotel,1,115,2017,May,18,6,1,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,100.0,0,1,Canceled,2017-01-19,-0.11874517020986455,1,1,0,0,0,0,2,2.0,Long,Weekday,Medium,Summer,New Guest
Resort Hotel,1,23,2017,May,18,6,2,2,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,240.0,0.0,0,Transient,127.5,0,1,Canceled,2017-04-14,0.3822485070768276,1,1,0,0,0,0,4,3.0,Short,Weekday,High,Summer,New Guest
Resort Hotel,1,227,2017,May,18,6,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,81.0,0,0,Canceled,2016-09-21,-0.4648862563352155,1,1,0,0,0,0,7,2.0,Long,Weekday,Medium,Summer,New Guest
Resort Hotel,1,227,2017,May,18,6,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,54.0,0,2,Canceled,2016-10-07,-0.9567709576712405,1,1,0,0,0,0,7,2.0,Long,Weekday,Low,Summer,New Guest
Resort Hotel,1,90,2017,May,18,6,2,6,2,1.0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,0.0,0,Transient,98.0,0,0,Canceled,2017-02-13,-0.1551810740125331,1,1,0,0,0,0,8,3.0,Medium,Weekday,Medium,Summer,New Guest
Resort Hotel,1,17,2017,May,18,6,2,6,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0.0,0,Transient,168.13,0,0,Canceled,2017-04-23,1.1224438928280385,1,1,0,0,0,0,8,4.0,Short,Weekday,High,Summer,New Guest
Resort Hotel,1,152,2017,May,18,6,2,6,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,115.0,0,1,Canceled,2016-12-17,0.15452410831014937,1,0,0,1,0,0,8,2.0,Long,Weekday,Medium,Summer,New Guest
Resort Hotel,1,86,2017,May,18,6,4,6,2,2.0,0,BB,BRA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0.0,0,Transient,155.0,0,1,Canceled,2017-02-11,0.8832421843635198,1,1,0,0,0,0,10,4.0,Medium,Weekday,High,Summer,New Guest
Resort Hotel,1,33,2017,May,18,6,4,8,2,2.0,0,BB,SVK,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240.0,0.0,0,Transient,127.83,0,1,Canceled,2017-04-03,0.3882604312042679,1,1,0,0,0,0,12,4.0,Medium,Weekday,High,Summer,New Guest
Resort Hotel,1,49,2017,May,19,7,2,0,2,0.0,0,HB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,132.0,0,0,Canceled,2017-04-09,0.4642292906328318,1,0,0,1,0,0,2,2.0,Medium,Weekend,High,Summer,New Guest
Resort Hotel,1,136,2017,May,19,7,2,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,242.0,0.0,0,Transient,115.0,0,1,Canceled,2017-01-31,0.15452410831014937,1,1,0,0,0,0,2,2.0,Long,Weekend,Medium,Summer,New Guest
Resort Hotel,1,62,2017,May,19,7,2,1,1,0.0,0,Undefined,PRT,Complementary,Direct,0,0,0,A,C,3,No Deposit,0.0,0.0,0,Transient,0.0,0,0,Canceled,2017-05-04,-1.9405403603432907,1,0,0,0,0,1,3,1.0,Medium,Weekend,Low,Summer,New Guest
Resort Hotel,1,17,2017,May,19,7,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,0.0,0,Transient,68.0,0,1,Canceled,2017-04-26,-0.7017196310525609,1,1,0,0,0,0,3,2.0,Short,Weekend,Low,Summer,New Guest
Resort Hotel,1,41,2017,May,19,7,2,1,2,2.0,0,BB,ARE,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240.0,0.0,0,Transient,125.0,0,2,Canceled,2017-03-28,0.33670362732349196,1,1,0,0,0,0,3,4.0,Medium,Weekend,High,Summer,New Guest
Resort Hotel,1,319,2017,May,19,7,2,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,54.0,0,0,Canceled,2016-06-30,-0.9567709576712405,1,1,0,0,0,0,5,2.0,Long,Weekday,Low,Summer,New Guest
Resort Hotel,1,123,2017,May,19,7,2,5,2,0.0,0,BB,CHE,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,0.0,0,Transient,90.0,0,1,Canceled,2017-03-13,-0.30092468922320714,1,1,0,0,0,0,7,2.0,Long,Weekday,Medium,Summer,New Guest
Resort Hotel,1,257,2017,May,19,7,2,5,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,E,E,3,No Deposit,240.0,0.0,0,Transient,90.0,0,1,Canceled,2017-01-17,-0.30092468922320714,1,1,0,0,0,0,7,2.0,Long,Weekday,Medium,Summer,New Guest
Resort Hotel,1,70,2017,May,19,7,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,100.0,0,1,Canceled,2017-03-08,-0.11874517020986455,1,1,0,0,0,0,7,2.0,Medium,Weekday,Medium,Summer,New Guest
Resort Hotel,1,2,2017,May,19,8,1,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,152.0,0.0,0,Transient,64.0,0,1,Canceled,2017-05-08,-0.7745914386578979,1,1,0,0,0,0,1,1.0,Short,Weekend,Low,Summer,New Guest
Resort Hotel,1,82,2017,May,19,8,1,3,2,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,85.0,0,0,Canceled,2017-02-17,-0.39201444872987845,1,1,0,0,0,0,4,2.0,Medium,Weekday,Medium,Summer,New Guest
Resort Hotel,1,104,2017,May,19,8,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,410.0,0.0,0,Transient,40.95,0,0,Canceled,2017-01-24,-1.1945152299836526,1,1,0,0,0,0,4,2.0,Long,Weekday,Low,Summer,New Guest
Resort Hotel,1,140,2017,May,19,8,1,4,2,2.0,0,BB,CN,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0.0,0,Transient,155.0,0,1,Canceled,2017-02-24,0.8832421843635198,1,1,0,0,0,0,5,4.0,Long,Weekday,High,Summer,New Guest
Resort Hotel,1,158,2017,May,19,8,1,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,85.0,0,0,Canceled,2017-04-11,-0.39201444872987845,1,1,0,0,0,0,5,2.0,Long,Weekday,Medium,Summer,New Guest
Resort Hotel,1,31,2017,May,19,8,1,5,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240.0,0.0,0,Transient,129.0,0,2,Canceled,2017-04-27,0.40957543492882903,1,1,0,0,0,0,6,4.0,Medium,Weekday,High,Summer,New Guest
Resort Hotel,1,82,2017,May,19,8,1,3,2,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,85.0,0,0,Canceled,2017-02-15,-0.39201444872987845,1,1,0,0,0,0,4,2.0,Medium,Weekday,Medium,Summer,New Guest
Resort Hotel,1,156,2017,May,19,8,2,5,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,434.0,0.0,0,Transient-Party,60.0,0,0,Canceled,2017-04-18,-0.847463246263235,1,0,0,1,0,0,7,1.0,Long,Weekday,Low,Summer,New Guest
Resort Hotel,1,217,2017,May,19,8,2,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,2,No Deposit,434.0,0.0,61,Transient-Party,80.0,0,0,Canceled,2017-05-08,-0.48310420823654976,1,0,0,1,0,0,7,2.0,Long,Weekday,Low,Summer,New Guest
Resort Hotel,1,183,2017,May,19,8,4,10,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,96.43,0,2,Canceled,2017-02-25,-0.18378325849762775,1,1,0,0,0,0,14,2.0,Long,Weekday,Medium,Summer,New Guest
Resort Hotel,1,15,2017,May,19,9,0,2,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,90.0,0,0,Canceled,2017-04-24,-0.30092468922320714,1,1,0,0,0,0,2,2.0,Short,Weekday,Medium,Summer,New Guest
Resort Hotel,1,7,2017,May,19,9,0,2,1,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,85.0,0,1,Canceled,2017-05-02,-0.39201444872987845,1,1,0,0,0,0,2,1.0,Short,Weekday,Medium,Summer,New Guest
Resort Hotel,1,7,2017,May,19,9,0,2,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,85.0,0,1,Canceled,2017-05-02,-0.39201444872987845,1,1,0,0,0,0,2,2.0,Short,Weekday,Medium,Summer,New Guest
Resort Hotel,1,257,2017,May,19,9,0,2,1,0.0,0,HB,PRT,Groups,Direct,0,0,0,D,D,0,No Deposit,0.0,0.0,0,Transient-Party,67.5,0,0,Canceled,2016-09-20,-0.710828607003228,1,0,0,1,0,0,2,1.0,Long,Weekday,Low,Summer,New Guest
Resort Hotel,1,54,2017,May,19,9,0,3,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0.0,0,Transient,165.0,0,0,Canceled,2017-04-18,1.0654217033768625,1,1,0,0,0,0,3,4.0,Medium,Weekday,High,Summer,New Guest
Resort Hotel,1,302,2017,May,19,9,0,4,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient-Party,81.0,0,0,Canceled,2016-08-25,-0.4648862563352155,1,0,0,1,0,0,4,2.0,Long,Weekday,Medium,Summer,New Guest
Resort Hotel,1,47,2017,May,19,9,0,3,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,115.0,0,1,Canceled,2017-03-23,0.15452410831014937,1,1,0,0,0,0,3,2.0,Medium,Weekday,Medium,Summer,New Guest
Resort Hotel,1,257,2017,May,19,9,0,4,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,D,D,0,No Deposit,0.0,0.0,0,Transient-Party,91.0,0,0,Canceled,2016-09-20,-0.2827067373218729,1,0,0,1,0,0,4,2.0,Long,Weekday,Medium,Summer,New Guest
Resort Hotel,1,231,2017,May,19,9,0,4,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient-Party,81.0,0,0,Canceled,2017-03-10,-0.4648862563352155,1,0,0,1,0,0,4,2.0,Long,Weekday,Medium,Summer,New Guest
Resort Hotel,1,302,2017,May,19,9,0,4,1,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient-Party,57.5,0,0,Canceled,2016-08-25,-0.8930081260165706,1,0,0,1,0,0,4,1.0,Long,Weekday,Low,Summer,New Guest
Resort Hotel,1,84,2017,May,19,9,0,5,3,1.0,0,BB,NLD,Online TA,TA/TO,0,0,0,H,H,1,No Deposit,240.0,0.0,0,Transient,160.0,0,2,Canceled,2017-04-03,0.9743319438701911,1,1,0,0,0,0,5,4.0,Medium,Weekday,High,Summer,New Guest
Resort Hotel,1,29,2017,May,19,9,1,5,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0.0,0,Transient,169.0,0,0,Canceled,2017-04-13,1.1382935109821994,1,1,0,0,0,0,6,4.0,Short,Weekday,High,Summer,New Guest
Resort Hotel,1,120,2017,May,19,9,1,5,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0.0,0,Transient,155.0,0,0,Canceled,2017-03-20,0.8832421843635198,1,1,0,0,0,0,6,4.0,Long,Weekday,High,Summer,New Guest
Resort Hotel,1,115,2017,May,19,9,2,6,2,0.0,1,BB,FIN,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,0.0,0,Transient,100.0,0,3,Canceled,2017-01-24,-0.11874517020986455,1,1,0,0,0,0,8,3.0,Long,Weekday,Medium,Summer,New Guest
Resort Hotel,1,296,2017,May,19,10,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,67.5,0,2,Canceled,2016-07-20,-0.710828607003228,1,1,0,0,0,0,1,2.0,Long,Weekday,Low,Summer,New Guest
Resort Hotel,1,303,2017,May,19,10,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,240.0,0.0,0,Transient,67.5,0,2,Canceled,2016-07-13,-0.710828607003228,1,1,0,0,0,0,1,2.0,Long,Weekday,Low,Summer,New Guest
Resort Hotel,1,16,2017,May,19,10,0,3,2,2.0,0,BB,MAR,Online TA,TA/TO,0,0,0,C,C,2,No Deposit,240.0,0.0,0,Transient,130.0,0,1,Canceled,2017-04-25,0.42779338683016327,1,1,0,0,0,0,3,4.0,Short,Weekday,High,Summer,New Guest
Resort Hotel,1,79,2017,May,19,10,0,4,2,2.0,0,BB,BRA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0.0,0,Transient,155.0,0,0,Canceled,2017-02-27,0.8832421843635198,1,1,0,0,0,0,4,4.0,Medium,Weekday,High,Summer,New Guest
Resort Hotel,1,78,2017,May,19,10,0,4,2,2.0,0,BB,BRA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0.0,0,Transient,155.0,0,0,Canceled,2017-02-25,0.8832421843635198,1,1,0,0,0,0,4,4.0,Medium,Weekday,High,Summer,New Guest
Resort Hotel,1,140,2017,May,19,10,2,5,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,96.0,0.0,0,Transient-Party,48.0,0,0,Canceled,2017-01-12,-1.066078669079246,1,1,0,0,0,0,7,1.0,Long,Weekday,Low,Summer,New Guest
Resort Hotel,1,14,2017,May,19,10,2,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,96.14,0,0,Canceled,2017-04-27,-0.1890664645490148,1,1,0,0,0,0,7,2.0,Short,Weekday,Medium,Summer,New Guest
Resort Hotel,1,130,2017,May,19,10,2,8,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,100.0,0,2,Canceled,2017-01-24,-0.11874517020986455,1,1,0,0,0,0,10,2.0,Long,Weekday,Medium,Summer,New Guest
Resort Hotel,1,67,2017,May,19,10,2,8,3,1.0,0,BB,SWE,Online TA,TA/TO,0,0,0,H,H,2,No Deposit,240.0,0.0,0,Transient,175.0,0,1,Canceled,2017-04-29,1.247601222390205,1,1,0,0,0,0,10,4.0,Medium,Weekday,High,Summer,New Guest
Resort Hotel,1,288,2017,May,19,10,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,72.0,0,1,Canceled,2017-04-24,-0.6288478234472239,1,1,0,0,0,0,7,2.0,Long,Weekday,Low,Summer,New Guest
Resort Hotel,1,0,2017,May,19,11,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,0.0,0,Transient,80.0,0,0,Canceled,2017-05-11,-0.48310420823654976,1,1,0,0,0,0,1,2.0,Short,Weekday,Low,Summer,New Guest
Resort Hotel,1,13,2017,May,19,11,0,3,1,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,87.67,0,1,Canceled,2017-05-01,-0.34337251715331596,1,1,0,0,0,0,3,1.0,Short,Weekday,Medium,Summer,New Guest
